ano,sigla_uf,id_municipio,nome,rede,ensino,anos_escolares,taxa_aprovacao,indicador_rendimento,nota_saeb_matematica,nota_saeb_lingua_portuguesa,nota_saeb_media_padronizada,ideb,projecao
2005,PB,2511905,Pitimbu,estadual,fundamental,iniciais (1-5),70.4,0.69773602,144.0,134.19,3.1544659,2.2,
2005,PB,2512754,Riachão do Bacamarte,publica,fundamental,iniciais (1-5),69.9,0.70712,142.39,134.8,3.1328831,2.2,
2005,PB,2500908,Arara,estadual,fundamental,iniciais (1-5),61.8,0.61987698,166.0,160.0,4.0411329,2.5,
2005,PB,2514008,São João do Cariri,municipal,fundamental,iniciais (1-5),82.4,0.81916302,156.19,152.0,3.707433,3.0,
2005,PB,2510808,Patos,publica,fundamental,iniciais (1-5),76.9,0.76701301,154.19,145.6,3.55461,2.7,
2005,PB,2509206,Massaranduba,publica,fundamental,iniciais (1-5),65.2,0.65385097,164.19,156.39,3.941241,2.6,
2005,PB,2512101,Pombal,estadual,fundamental,iniciais (1-5),65.3,0.650855,172.0,153.39,4.0374641,2.6,
2005,PB,2515005,São Miguel de Taipu,publica,fundamental,iniciais (1-5),77.4,0.77674598,148.39,138.39,3.3143411,2.6,
2005,PB,2516300,Sumé,estadual,fundamental,iniciais (1-5),71.0,0.70081401,163.0,148.0,3.7670591,2.6,
2005,PB,2505105,Cuité,publica,fundamental,iniciais (1-5),68.7,0.72138703,174.39,163.39,4.2629342,3.1,
2007,PB,2502102,Boa Ventura,municipal,fundamental,iniciais (1-5),77.3,0.74938202,149.27,136.74,3.2990899,2.5,
2007,PB,2512036,Poço Dantas,municipal,fundamental,iniciais (1-5),64.7,0.646442,173.52,139.55,3.813149,2.5,
2007,PB,2506400,Gurinhém,estadual,fundamental,iniciais (1-5),95.6,0.96024603,162.36,143.91,3.6792531,3.5,2.7
2007,PB,2508802,Malta,municipal,fundamental,iniciais (1-5),79.4,0.80134797,181.91,161.77,4.3768902,3.5,
2007,PB,2500700,São João do Rio do Peixe,estadual,fundamental,iniciais (1-5),77.4,0.77480102,184.57,160.8,4.410017,3.4,2.2
2007,PB,2501104,Areia,publica,fundamental,iniciais (1-5),73.3,0.74656302,186.71,164.74,4.5224929,3.4,2.9
2007,PB,2505709,Dona Inês,municipal,fundamental,iniciais (1-5),78.9,0.78834701,178.92,159.41,4.2771111,3.4,3.4
2007,PB,2512200,Prata,estadual,fundamental,iniciais (1-5),95.2,0.95995498,194.78,171.25,4.7952371,4.6,
2007,PB,2501575,Barra de Santana,estadual,fundamental,iniciais (1-5),92.8,0.93816799,156.67,135.88,3.424675,3.2,
2007,PB,2507408,Jericó,publica,fundamental,iniciais (1-5),69.1,0.711151,157.78,145.92,3.6285851,2.6,2.7
2007,PB,2501302,Aroeiras,publica,fundamental,iniciais (1-5),74.4,0.75452203,173.55,155.1,4.0962658,3.1,2.8
2007,PB,2503001,Caaporã,publica,fundamental,iniciais (1-5),73.6,0.73890001,179.35,158.02,4.260035,3.1,3.1
2007,PB,2503001,Caaporã,estadual,fundamental,iniciais (1-5),84.5,0.83428699,187.27,152.41,4.3091798,3.6,4.2
2009,PB,2509057,Marcação,municipal,fundamental,iniciais (1-5),69.4,0.69288599,158.08,142.5,3.571938,2.5,2.7
2009,PB,2500700,São João do Rio do Peixe,municipal,fundamental,iniciais (1-5),73.5,0.72393298,170.16,157.91,4.0828452,3.0,2.8
2009,PB,2508000,Juru,publica,fundamental,iniciais (1-5),80.9,0.81078601,176.67,161.83,4.278172,3.5,3.2
2009,PB,2507200,Itatuba,municipal,fundamental,iniciais (1-5),70.1,0.70327097,168.03,161.22,4.1023779,2.9,3.0
2009,PB,2509800,Mulungu,publica,fundamental,iniciais (1-5),69.4,0.685624,194.96,184.03,5.0308452,3.4,3.1
2009,PB,2509305,Mataraca,publica,fundamental,iniciais (1-5),78.9,0.79296398,196.69,178.41,4.961688,3.9,2.9
2009,PB,2510907,Paulista,publica,fundamental,iniciais (1-5),88.0,0.87999803,181.89,162.11,4.3830628,3.9,3.4
2009,PB,2502102,Boa Ventura,publica,fundamental,iniciais (1-5),81.3,0.81521702,170.52,157.78,4.0873508,3.3,2.6
2009,PB,2505352,Damião,municipal,fundamental,iniciais (1-5),83.9,0.83524197,179.78,158.21,4.2717052,3.6,2.8
2011,PB,2508901,Mamanguape,estadual,fundamental,iniciais (1-5),79.4,0.805888,163.72,146.57,3.7535801,3.0,3.7
2011,PB,2504207,Catingueira,publica,fundamental,iniciais (1-5),82.8,0.82919699,170.33,163.44,4.1862621,3.5,3.5
2011,PB,2503308,Cachoeira dos Índios,publica,fundamental,iniciais (1-5),78.8,0.79058301,175.3,167.32,4.3516541,3.4,3.2
2011,PB,2511301,Piancó,municipal,fundamental,iniciais (1-5),83.0,0.83050197,168.16,157.97,4.0453949,3.4,2.8
2011,PB,2500775,Aparecida,municipal,fundamental,iniciais (1-5),87.4,0.87512398,178.83,166.63,4.4066658,3.9,3.9
2011,PB,2502003,Belém do Brejo do Cruz,estadual,fundamental,iniciais (1-5),94.3,0.93847299,174.6,156.75,4.146296,3.9,3.5
2011,PB,2508000,Juru,municipal,fundamental,iniciais (1-5),84.6,0.844675,184.33,171.63,4.6027188,3.9,3.8
2011,PB,2515500,Serra Branca,estadual,fundamental,iniciais (1-5),82.0,0.80036598,200.83,170.66,4.8999681,3.9,4.2
2011,PB,2502508,Boqueirão,publica,fundamental,iniciais (1-5),83.3,0.83711803,185.64,167.91,4.5600829,3.8,3.4
2011,PB,2511202,Pedras de Fogo,publica,fundamental,iniciais (1-5),84.9,0.85075301,185.92,165.11,4.5143352,3.8,2.9
2011,PB,2513901,São Bento,publica,fundamental,iniciais (1-5),70.6,0.71772599,209.27,184.85,5.3188548,3.8,3.0
2011,PB,2503506,Cacimba de Dentro,estadual,fundamental,iniciais (1-5),82.6,0.80763298,185.47,171.13,4.6153841,3.7,3.4
2011,PB,2513901,São Bento,municipal,fundamental,iniciais (1-5),68.2,0.69352603,210.44,186.77,5.376092,3.7,3.0
2011,PB,2500577,Algodão de Jandaíra,municipal,fundamental,iniciais (1-5),82.1,0.82522398,179.11,162.44,4.33601,3.6,3.4
2011,PB,2502904,Brejo dos Santos,estadual,fundamental,iniciais (1-5),88.6,0.850335,177.07,157.38,4.2047062,3.6,4.3
2013,PB,2501906,Belém,estadual,fundamental,iniciais (1-5),89.6,0.89832598,176.85,169.8,4.426507,4.0,4.0
2013,PB,2516607,Tavares,municipal,fundamental,iniciais (1-5),88.6,0.88671398,218.8,194.57,5.6774521,5.0,3.9
2013,PB,2505600,Diamante,publica,fundamental,iniciais (1-5),94.1,0.93795401,181.77,149.94,4.1591282,3.9,3.9
2013,PB,2515971,Sobrado,municipal,fundamental,iniciais (1-5),86.2,0.86294401,211.53,193.13,5.512712,4.8,3.4
2013,PB,2504207,Catingueira,publica,fundamental,iniciais (1-5),89.8,0.90123397,186.89,164.91,4.5293918,4.1,3.8
2013,PB,2502151,Boa Vista,publica,fundamental,iniciais (1-5),95.9,0.96108699,253.52,225.13,6.8956838,6.6,4.9
2015,PB,2504504,Condado,estadual,fundamental,iniciais (1-5),87.8,0.90530902,193.53,182.62,4.9777369,4.5,4.4
2015,PB,2512747,Riachão,municipal,fundamental,iniciais (1-5),94.6,0.94143897,192.27,172.34,4.7667818,4.5,3.9
2015,PB,2505105,Cuité,estadual,fundamental,iniciais (1-5),95.4,0.96273398,200.65,186.99,5.193069,5.0,5.2
2015,PB,2513901,São Bento,estadual,fundamental,iniciais (1-5),90.2,0.91545397,205.76,194.16,5.4209518,5.0,4.0
2015,PB,2501302,Aroeiras,estadual,fundamental,iniciais (1-5),80.9,0.77021199,191.62,173.29,4.7716498,3.7,4.8
2015,PB,2500502,Alagoinha,municipal,fundamental,iniciais (1-5),85.7,0.86169899,190.4,179.62,4.8634591,4.2,3.8
2017,PB,2513851,Santo André,municipal,fundamental,iniciais (1-5),88.4,0.893673,188.75,191.88,5.0550609,4.5,4.7
2017,PB,2516755,Tenório,publica,fundamental,iniciais (1-5),94.2,0.94166899,182.75,171.08,4.5621939,4.3,5.0
2017,PB,2501534,Baraúna,municipal,fundamental,iniciais (1-5),96.4,0.96724498,204.16,200.32,5.5026088,5.3,4.1
2017,PB,2500809,Araçagi,municipal,fundamental,iniciais (1-5),81.1,0.81043398,189.05,173.13,4.7198858,3.8,4.2
2017,PB,2504801,Coremas,estadual,fundamental,iniciais (1-5),88.4,0.87114501,186.77,171.66,4.6496472,4.1,4.2
2017,PB,2514651,São José do Brejo do Cruz,publica,fundamental,iniciais (1-5),95.9,0.95612103,203.74,191.58,5.3356748,5.1,4.2
2017,PB,2513968,São Domingos,municipal,fundamental,iniciais (1-5),78.0,0.76941901,211.05,207.27,5.7604518,4.4,4.9
2017,PB,2502300,Bom Sucesso,publica,fundamental,iniciais (1-5),91.8,0.91092497,200.94,199.41,5.424613,4.9,5.1
2019,PB,2510501,Olivedos,publica,fundamental,iniciais (1-5),94.0,0.94154698,233.92,206.32,6.1796379,5.8,4.5
2019,PB,2503001,Caaporã,municipal,fundamental,iniciais (1-5),86.0,0.85455698,179.64,170.63,4.4948511,3.8,4.8
2019,PB,2504306,Catolé do Rocha,publica,fundamental,iniciais (1-5),83.6,0.83695602,210.91,193.19,5.5019708,4.6,5.3
2019,PB,2505907,Emas,municipal,fundamental,iniciais (1-5),85.0,0.84942901,211.22,188.03,5.413878,4.6,4.8
2019,PB,2506905,Itabaiana,estadual,fundamental,iniciais (1-5),92.4,0.92993999,206.0,197.27,5.4822688,5.1,5.4
2019,PB,2502508,Boqueirão,publica,fundamental,iniciais (1-5),86.6,0.868209,206.25,192.58,5.401576,4.7,4.6
2019,PB,2506707,Imaculada,estadual,fundamental,iniciais (1-5),95.2,0.95674801,222.05,208.08,5.9852939,5.7,5.7
2019,PB,2513984,São Francisco,publica,fundamental,iniciais (1-5),94.6,0.945701,220.11,212.11,6.0213528,5.7,4.8
2021,PB,2504009,Campina Grande,estadual,fundamental,iniciais (1-5),99.8,0.997389,206.19,203.99,5.607885,5.6,
2021,PB,2504801,Coremas,municipal,fundamental,iniciais (1-5),98.2,0.983082,185.82,166.35,4.534781,4.5,
2021,PB,2509404,Mogeiro,municipal,fundamental,iniciais (1-5),98.1,0.981041,184.67,173.79,4.648108,4.6,
2005,PB,2511608,Pilões,publica,fundamental,iniciais (1-5),50.9,0.53209001,148.0,138.6,3.304944,1.8,
2005,PB,2509107,Mari,estadual,fundamental,iniciais (1-5),80.2,0.80464101,175.39,167.0,4.3503571,3.5,
2005,PB,2507200,Itatuba,estadual,fundamental,iniciais (1-5),70.2,0.66163999,155.6,147.0,3.608418,2.4,
2005,PB,2516409,Tacima,estadual,fundamental,iniciais (1-5),72.4,0.72095799,162.6,160.39,3.9853289,2.9,
2005,PB,2516003,Solânea,estadual,fundamental,iniciais (1-5),76.3,0.76604801,176.39,166.19,4.3520198,3.3,
2005,PB,2501104,Areia,municipal,fundamental,iniciais (1-5),66.0,0.66458303,162.19,169.0,4.1319079,2.7,
2005,PB,2503100,Cabaceiras,publica,fundamental,iniciais (1-5),69.9,0.66947299,168.0,157.39,4.0312142,2.7,
2005,PB,2508802,Malta,publica,fundamental,iniciais (1-5),80.4,0.80383098,163.6,152.8,3.8632629,3.1,
2007,PB,2504603,Conde,estadual,fundamental,iniciais (1-5),76.4,0.74973398,152.3,136.58,3.3540051,2.5,2.4
2007,PB,2504801,Coremas,publica,fundamental,iniciais (1-5),69.8,0.673805,165.78,143.19,3.7316201,2.5,2.5
2007,PB,2515609,Serra da Raiz,municipal,fundamental,iniciais (1-5),85.4,0.84116501,153.22,144.19,3.510108,3.0,2.9
2007,PB,2509206,Massaranduba,estadual,fundamental,iniciais (1-5),88.0,0.87553698,169.38,154.74,4.0099502,3.5,
2007,PB,2512788,Riacho de Santo Antônio,publica,fundamental,iniciais (1-5),88.4,0.88699597,135.41,119.02,2.7125859,2.4,
2007,PB,2506301,Guarabira,publica,fundamental,iniciais (1-5),84.3,0.84523702,170.11,152.8,3.9887991,3.4,2.9
2007,PB,2508505,Livramento,publica,fundamental,iniciais (1-5),78.3,0.79359001,181.16,160.16,4.3334951,3.4,3.3
2007,PB,2512788,Riacho de Santo Antônio,municipal,fundamental,iniciais (1-5),85.3,0.85341603,135.41,119.02,2.7125859,2.3,
2007,PB,2511103,Pedra Lavrada,estadual,fundamental,iniciais (1-5),75.2,0.73448002,188.94,157.88,4.440505,3.3,
2007,PB,2513109,Salgado de São Félix,estadual,fundamental,iniciais (1-5),85.8,0.84797198,163.77,152.55,3.8634429,3.3,2.7
2007,PB,2505402,Desterro,estadual,fundamental,iniciais (1-5),82.7,0.821922,184.82,174.86,4.6704249,3.8,3.9
2007,PB,2512077,Poço de José de Moura,municipal,fundamental,iniciais (1-5),56.5,0.586851,190.22,163.19,4.5616689,2.7,2.2
2007,PB,2501500,Bananeiras,estadual,fundamental,iniciais (1-5),86.1,0.86219901,173.96,162.5,4.238627,3.7,3.4
2007,PB,2505402,Desterro,municipal,fundamental,iniciais (1-5),70.2,0.69969302,163.1,147.96,3.76683,2.6,2.7
2007,PB,2506509,Gurjão,municipal,fundamental,iniciais (1-5),73.9,0.72099102,182.96,156.21,4.2958379,3.1,
2007,PB,2509602,Monte Horebe,estadual,fundamental,iniciais (1-5),81.2,0.802414,178.16,170.69,4.4676981,3.6,3.7
2007,PB,2513927,São Bentinho,estadual,fundamental,iniciais (1-5),79.4,0.77062702,190.57,168.55,4.6656122,3.6,
2007,PB,2517001,Umbuzeiro,municipal,fundamental,iniciais (1-5),78.7,0.80421102,178.61,171.17,4.4850039,3.6,2.8
2009,PB,2514453,São José dos Ramos,estadual,fundamental,iniciais (1-5),81.5,0.80869198,184.91,158.94,4.38306,3.5,3.3
2009,PB,2506103,Fagundes,estadual,fundamental,iniciais (1-5),86.4,0.86123699,183.88,171.86,4.5981221,4.0,3.8
2009,PB,2503753,Cajazeirinhas,municipal,fundamental,iniciais (1-5),80.9,0.80409801,223.94,185.91,5.6180902,4.5,3.4
2009,PB,2500809,Araçagi,municipal,fundamental,iniciais (1-5),76.1,0.75426298,181.0,171.58,4.5380688,3.4,2.8
2009,PB,2508604,Lucena,publica,fundamental,iniciais (1-5),76.8,0.76836401,180.91,163.71,4.3930788,3.4,3.2
2009,PB,2509339,Matinhas,estadual,fundamental,iniciais (1-5),79.4,0.83597302,170.25,153.91,4.0116439,3.4,3.6
2009,PB,2513901,São Bento,estadual,fundamental,iniciais (1-5),79.0,0.79127002,197.91,173.94,4.9035072,3.9,3.0
2009,PB,2514909,São Mamede,publica,fundamental,iniciais (1-5),90.0,0.89800501,208.55,186.94,5.3429241,4.8,4.0
2009,PB,2504033,Capim,municipal,fundamental,iniciais (1-5),68.2,0.681665,173.63,156.33,4.1201482,2.8,2.7
2009,PB,2509602,Monte Horebe,municipal,fundamental,iniciais (1-5),68.8,0.68560898,170.94,153.89,4.0244479,2.8,3.2
2009,PB,2513109,Salgado de São Félix,estadual,fundamental,iniciais (1-5),84.8,0.84913701,164.72,144.11,3.7279279,3.2,3.0
2009,PB,2500502,Alagoinha,estadual,fundamental,iniciais (1-5),87.0,0.86449099,178.3,159.32,4.2636428,3.7,3.9
2009,PB,2510006,Nazarezinho,publica,fundamental,iniciais (1-5),79.5,0.786322,187.05,167.86,4.5857091,3.6,2.9
2009,PB,2513406,Santa Luzia,municipal,fundamental,iniciais (1-5),89.7,0.89265901,166.02,157.08,3.988555,3.6,2.8
2011,PB,2503209,Cabedelo,estadual,fundamental,iniciais (1-5),79.1,0.78739601,178.3,168.91,4.4379969,3.5,3.4
2011,PB,2509008,Manaíra,publica,fundamental,iniciais (1-5),81.0,0.80704898,202.39,170.47,4.9262848,4.0,3.1
2011,PB,2504603,Conde,estadual,fundamental,iniciais (1-5),80.3,0.791758,179.13,160.1,4.2934728,3.4,3.1
2011,PB,2505006,Cubati,estadual,fundamental,iniciais (1-5),77.2,0.78122801,188.8,154.28,4.37257,3.4,4.7
2011,PB,2510006,Nazarezinho,municipal,fundamental,iniciais (1-5),79.2,0.80398798,175.17,163.22,4.2748189,3.4,3.2
2011,PB,2514305,São José de Caiana,publica,fundamental,iniciais (1-5),87.8,0.87491,166.58,149.72,3.865433,3.4,3.4
2011,PB,2516904,Uiraúna,publica,fundamental,iniciais (1-5),80.2,0.80284703,174.72,159.11,4.1914949,3.4,3.7
2011,PB,2501708,Barra de São Miguel,publica,fundamental,iniciais (1-5),92.6,0.92564303,210.63,176.88,5.2000818,4.8,3.6
2011,PB,2504074,Caraúbas,municipal,fundamental,iniciais (1-5),80.8,0.80789101,199.13,182.19,5.0769711,4.1,4.1
2011,PB,2501401,Baía da Traição,municipal,fundamental,iniciais (1-5),88.1,0.88434899,204.63,186.13,5.253387,4.6,3.8
2011,PB,2512002,Pocinhos,publica,fundamental,iniciais (1-5),87.5,0.87452197,202.91,187.0,5.2363811,4.6,3.6
2011,PB,2517209,Vieirópolis,municipal,fundamental,iniciais (1-5),76.0,0.764467,172.47,161.53,4.1927471,3.2,5.0
2011,PB,2506608,Ibiara,municipal,fundamental,iniciais (1-5),88.2,0.87546802,171.41,161.6,4.173418,3.7,4.0
2011,PB,2508109,Lagoa,municipal,fundamental,iniciais (1-5),81.6,0.81067002,181.58,174.33,4.599329,3.7,2.9
2011,PB,2515203,São Sebastião do Umbuzeiro,municipal,fundamental,iniciais (1-5),82.1,0.825737,183.36,167.02,4.5002069,3.7,3.4
2011,PB,2504900,Cruz do Espírito Santo,estadual,fundamental,iniciais (1-5),74.8,0.73764002,170.75,165.08,4.2240949,3.1,3.5
2011,PB,2507705,Juazeirinho,estadual,fundamental,iniciais (1-5),85.3,0.84991801,173.55,159.72,4.1804481,3.6,3.1
2011,PB,2513109,Salgado de São Félix,municipal,fundamental,iniciais (1-5),88.8,0.88469601,205.38,154.86,4.699337,4.2,2.9
2011,PB,2501534,Baraúna,municipal,fundamental,iniciais (1-5),90.3,0.887609,209.52,183.19,5.2932529,4.7,3.2
2011,PB,2502151,Boa Vista,publica,fundamental,iniciais (1-5),91.8,0.920739,217.88,191.86,5.6106219,5.2,4.7
2013,PB,2500205,Aguiar,publica,fundamental,iniciais (1-5),91.7,0.91802901,179.08,156.16,4.2212548,3.9,3.5
2013,PB,2509305,Mataraca,estadual,fundamental,iniciais (1-5),89.4,0.89034402,187.16,180.46,4.8168988,4.3,4.1
2013,PB,2510105,Nova Floresta,publica,fundamental,iniciais (1-5),90.0,0.90116,191.47,175.55,4.8102512,4.3,3.5
2013,PB,2500106,Água Branca,municipal,fundamental,iniciais (1-5),89.0,0.90278,201.94,180.42,5.0986061,4.6,4.7
2013,PB,2502706,Borborema,publica,fundamental,iniciais (1-5),89.8,0.90328598,154.97,145.86,3.5736859,3.2,3.9
2013,PB,2508208,Lagoa de Dentro,municipal,fundamental,iniciais (1-5),86.9,0.866606,168.99,166.82,4.2221441,3.7,4.4
2013,PB,2508802,Malta,municipal,fundamental,iniciais (1-5),93.5,0.93883997,198.47,150.77,4.4929209,4.2,4.3
2013,PB,2512507,Queimadas,municipal,fundamental,iniciais (1-5),87.6,0.88107997,191.52,173.92,4.7813778,4.2,4.0
2015,PB,2501302,Aroeiras,municipal,fundamental,iniciais (1-5),89.1,0.89697498,178.95,162.6,4.3354931,3.9,3.9
2015,PB,2510105,Nova Floresta,estadual,fundamental,iniciais (1-5),87.9,0.87988901,186.81,181.69,4.8325839,4.3,4.3
2015,PB,2504801,Coremas,municipal,fundamental,iniciais (1-5),87.7,0.877882,191.1,168.68,4.6779079,4.1,3.8
2015,PB,2502151,Boa Vista,municipal,fundamental,iniciais (1-5),96.0,0.95896,256.28,218.79,6.8328919,6.6,5.3
2015,PB,2513406,Santa Luzia,municipal,fundamental,iniciais (1-5),93.9,0.93842697,199.99,192.0,5.271565,4.9,3.8
2017,PB,2505907,Emas,municipal,fundamental,iniciais (1-5),78.8,0.80568302,196.22,176.77,4.9229002,4.0,4.5
2017,PB,2506251,Gado Bravo,municipal,fundamental,iniciais (1-5),93.0,0.92305899,222.22,205.25,5.936892,5.5,4.6
2017,PB,2516102,Soledade,municipal,fundamental,iniciais (1-5),83.4,0.827999,185.75,179.08,4.7650819,3.9,3.8
2017,PB,2502904,Brejo dos Santos,publica,fundamental,iniciais (1-5),88.7,0.89160699,187.69,177.8,4.7790232,4.3,4.4
2017,PB,2501906,Belém,publica,fundamental,iniciais (1-5),92.8,0.93148899,196.24,186.91,5.107636,4.8,4.4
2017,PB,2509057,Marcação,municipal,fundamental,iniciais (1-5),73.5,0.72730601,161.66,150.38,3.7837219,2.8,4.1
2017,PB,2511301,Piancó,publica,fundamental,iniciais (1-5),87.1,0.87131399,186.71,172.91,4.6710391,4.1,3.7
2017,PB,2506004,Esperança,municipal,fundamental,iniciais (1-5),97.7,0.97710299,210.91,196.57,5.5630531,5.4,5.3
2017,PB,2514453,São José dos Ramos,municipal,fundamental,iniciais (1-5),85.2,0.84435999,171.53,168.16,4.2953529,3.6,4.1
2019,PB,2505402,Desterro,estadual,fundamental,iniciais (1-5),95.7,0.96347898,199.94,189.44,5.224247,5.0,5.7
2019,PB,2502508,Boqueirão,municipal,fundamental,iniciais (1-5),87.3,0.87111998,208.35,195.8,5.50038,4.8,4.5
2019,PB,2512754,Riachão do Bacamarte,publica,fundamental,iniciais (1-5),95.2,0.95441097,191.38,186.71,5.0110698,4.8,4.1
2019,PB,2514701,São José do Sabugi,publica,fundamental,iniciais (1-5),98.5,0.985618,208.63,187.08,5.3473678,5.3,4.5
2019,PB,2514305,São José de Caiana,publica,fundamental,iniciais (1-5),89.4,0.88343,242.72,215.47,6.5139408,5.8,4.6
2019,PB,2510659,Parari,municipal,fundamental,iniciais (1-5),95.8,0.94677401,225.08,227.46,6.3952999,6.1,5.6
2021,PB,2502904,Brejo dos Santos,publica,fundamental,iniciais (1-5),97.9,0.981698,189.55,183.47,4.917237,4.8,
2021,PB,2504702,Congo,municipal,fundamental,iniciais (1-5),100.0,1.0,193.15,183.42,4.985031,5.0,
2021,PB,2505303,Curral Velho,publica,fundamental,iniciais (1-5),98.2,0.984494,195.22,197.23,5.275625,5.2,
2021,PB,2508554,Logradouro,municipal,fundamental,iniciais (1-5),97.4,0.974743,217.36,210.43,5.938144,5.8,
2021,PB,2508703,Mãe d'Água,publica,fundamental,iniciais (1-5),100.0,1.0,184.11,176.85,4.693057,4.7,
2021,PB,2509156,Marizópolis,municipal,fundamental,iniciais (1-5),100.0,1.0,199.81,189.55,5.223584,5.2,
2021,PB,2511202,Pedras de Fogo,publica,fundamental,iniciais (1-5),99.8,0.998195,194.19,182.26,4.983787,5.0,
2021,PB,2512754,Riachão do Bacamarte,municipal,fundamental,iniciais (1-5),100.0,1.0,193.9,173.88,4.825889,4.8,
2021,PB,2515807,Serra Redonda,municipal,fundamental,iniciais (1-5),99.4,0.993939,178.0,170.78,4.46609,4.4,
2021,PB,2517001,Umbuzeiro,publica,fundamental,iniciais (1-5),100.0,1.0,200.79,180.71,5.081559,5.1,
2005,PB,2510907,Paulista,estadual,fundamental,iniciais (1-5),80.2,0.490688,173.39,151.8,4.0346951,2.0,
2005,PB,2512754,Riachão do Bacamarte,municipal,fundamental,iniciais (1-5),67.9,0.69390702,142.39,134.8,3.1328831,2.2,
2005,PB,2515807,Serra Redonda,estadual,fundamental,iniciais (1-5),64.1,0.62600398,151.39,133.8,3.285573,2.1,
2005,PB,2516102,Soledade,municipal,fundamental,iniciais (1-5),65.3,0.63656503,154.0,139.39,3.4384661,2.2,
2005,PB,2502151,Boa Vista,municipal,fundamental,iniciais (1-5),87.7,0.87754798,185.8,164.6,4.5035629,4.0,
2005,PB,2512507,Queimadas,publica,fundamental,iniciais (1-5),73.3,0.73466599,163.0,158.8,3.961267,2.9,
2005,PB,2504702,Congo,publica,fundamental,iniciais (1-5),79.8,0.80186301,175.8,161.19,4.2482152,3.4,
2005,PB,2505279,Curral de Cima,publica,fundamental,iniciais (1-5),66.2,0.67382503,159.8,159.39,3.913162,2.6,
2005,PB,2514305,São José de Caiana,publica,fundamental,iniciais (1-5),71.3,0.71740198,160.0,145.8,3.668534,2.6,
2005,PB,2516102,Soledade,publica,fundamental,iniciais (1-5),69.7,0.72261298,158.0,141.0,3.543448,2.6,
2007,PB,2513984,São Francisco,municipal,fundamental,iniciais (1-5),91.1,0.90219301,214.19,163.52,5.0251122,4.5,2.8
2007,PB,2513109,Salgado de São Félix,municipal,fundamental,iniciais (1-5),80.2,0.80040199,147.53,119.55,2.9535201,2.4,
2007,PB,2501906,Belém,municipal,fundamental,iniciais (1-5),76.5,0.767959,165.13,145.66,3.763752,2.9,2.5
2007,PB,2505238,Cuité de Mamanguape,publica,fundamental,iniciais (1-5),69.9,0.70185298,173.99,156.39,4.128109,2.9,2.5
2007,PB,2513802,Santa Teresinha,publica,fundamental,iniciais (1-5),80.0,0.799299,175.17,160.83,4.2315459,3.4,2.8
2007,PB,2516805,Triunfo,estadual,fundamental,iniciais (1-5),77.9,0.77059901,181.36,162.25,4.3751211,3.4,2.2
2007,PB,2500304,Alagoa Grande,publica,fundamental,iniciais (1-5),67.5,0.67336202,173.72,159.86,4.1860471,2.8,2.9
2007,PB,2506103,Fagundes,publica,fundamental,iniciais (1-5),82.5,0.82481098,166.27,146.97,3.8096991,3.1,3.3
2007,PB,2500106,Água Branca,municipal,fundamental,iniciais (1-5),84.5,0.84316599,177.91,161.41,4.2943821,3.6,3.7
2007,PB,2510600,Ouro Velho,publica,fundamental,iniciais (1-5),87.7,0.87985599,175.14,150.63,4.0453372,3.6,
2009,PB,2514305,São José de Caiana,publica,fundamental,iniciais (1-5),75.9,0.75728899,168.88,151.03,3.933135,3.0,3.0
2009,PB,2517001,Umbuzeiro,municipal,fundamental,iniciais (1-5),75.3,0.75904799,184.91,172.41,4.6279688,3.5,3.3
2009,PB,2504702,Congo,estadual,fundamental,iniciais (1-5),86.9,0.87709302,168.69,148.35,3.8807909,3.4,3.5
2009,PB,2510808,Patos,municipal,fundamental,iniciais (1-5),88.1,0.882101,181.25,162.03,4.3693948,3.9,2.9
2009,PB,2515104,São Sebastião de Lagoa de Roça,municipal,fundamental,iniciais (1-5),76.8,0.77229297,201.08,177.41,5.027276,3.9,3.4
2009,PB,2515807,Serra Redonda,publica,fundamental,iniciais (1-5),75.8,0.75959897,180.74,162.03,4.3594708,3.3,2.6
2009,PB,2502904,Brejo dos Santos,publica,fundamental,iniciais (1-5),84.5,0.84251702,178.28,169.92,4.4561701,3.8,3.1
2009,PB,2507804,Junco do Seridó,estadual,fundamental,iniciais (1-5),90.4,0.90800399,175.6,157.52,4.1793799,3.8,3.2
2009,PB,2511301,Piancó,municipal,fundamental,iniciais (1-5),82.0,0.82019699,185.0,169.74,4.5809598,3.8,2.4
2009,PB,2512101,Pombal,estadual,fundamental,iniciais (1-5),74.8,0.76499403,197.13,178.36,4.9689851,3.8,3.0
2009,PB,2500502,Alagoinha,publica,fundamental,iniciais (1-5),74.5,0.74505103,179.53,162.41,4.3434801,3.2,2.8
2009,PB,2505204,Cuitegi,estadual,fundamental,iniciais (1-5),81.7,0.807069,169.71,148.77,3.9078839,3.2,4.5
2009,PB,2513109,Salgado de São Félix,municipal,fundamental,iniciais (1-5),90.5,0.90509301,194.89,172.53,4.8206091,4.4,2.5
2009,PB,2515609,Serra da Raiz,estadual,fundamental,iniciais (1-5),66.0,0.66652602,169.53,147.33,3.878458,2.6,3.5
2009,PB,2512036,Poço Dantas,publica,fundamental,iniciais (1-5),72.1,0.713287,179.08,161.41,4.3165188,3.1,2.6
2009,PB,2516607,Tavares,publica,fundamental,iniciais (1-5),85.4,0.858356,197.13,176.38,4.9333568,4.2,3.3
